#separator:tab
#html:false
Genus_cof_DNP	back_card
Cullumia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3098570     https://en.wikipedia.org/wiki/Cullumia     https://www.merriam-webster.com/dictionary/Cullumia
Eurybia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/7358239     https://en.wikipedia.org/wiki/Eurybia     https://www.merriam-webster.com/dictionary/Eurybia
Ditrysinia	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/8189130     https://en.wikipedia.org/wiki/Ditrysinia     https://www.merriam-webster.com/dictionary/Ditrysinia
Leucoptera	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3130914     https://en.wikipedia.org/wiki/Leucoptera     https://www.merriam-webster.com/dictionary/Leucoptera
Isostigma	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3149894     https://en.wikipedia.org/wiki/Isostigma     https://www.merriam-webster.com/dictionary/Isostigma
Macadamia	Plantae - Tracheophyta - Magnoliopsida - Proteales - Proteaceae     https://www.gbif.org/species/2891784     https://en.wikipedia.org/wiki/Macadamia     https://www.merriam-webster.com/dictionary/Macadamia
Jodina	Plantae - Tracheophyta - Magnoliopsida - Santalales - Santalaceae     https://www.gbif.org/species/10327959     https://en.wikipedia.org/wiki/Jodina     https://www.merriam-webster.com/dictionary/Jodina
Chrysobalanus	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Chrysobalanaceae     https://www.gbif.org/species/8241761     https://en.wikipedia.org/wiki/Chrysobalanus     https://www.merriam-webster.com/dictionary/Chrysobalanus
Agonandra	Plantae - Tracheophyta - Magnoliopsida - Santalales - Opiliaceae     https://www.gbif.org/species/8219051     https://en.wikipedia.org/wiki/Agonandra     https://www.merriam-webster.com/dictionary/Agonandra
Stenachaenium	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3115667     https://en.wikipedia.org/wiki/Stenachaenium     https://www.merriam-webster.com/dictionary/Stenachaenium
Neoshirakia	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/3070783     https://en.wikipedia.org/wiki/Neoshirakia     https://www.merriam-webster.com/dictionary/Neoshirakia
Leucobryum	Plantae - Bryophyta - Bryopsida - Dicranales - Dicranaceae     https://www.gbif.org/species/2675642     https://en.wikipedia.org/wiki/Leucobryum     https://www.merriam-webster.com/dictionary/Leucobryum
Chrysoma	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3095884     https://en.wikipedia.org/wiki/Chrysoma     https://www.merriam-webster.com/dictionary/Chrysoma
Aglaonema	Plantae - Tracheophyta - Liliopsida - Alismatales - Araceae     https://www.gbif.org/species/2866350     https://en.wikipedia.org/wiki/Aglaonema     https://www.merriam-webster.com/dictionary/Aglaonema
Codiaeum	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/3071464     https://en.wikipedia.org/wiki/Codiaeum     https://www.merriam-webster.com/dictionary/Codiaeum
Macropteranthes	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Combretaceae     https://www.gbif.org/species/8005323     https://en.wikipedia.org/wiki/Macropteranthes     https://www.merriam-webster.com/dictionary/Macropteranthes
Wrangelia	Plantae - Rhodophyta - Florideophyceae - Ceramiales - Wrangeliaceae     https://www.gbif.org/species/2657810     https://en.wikipedia.org/wiki/Wrangelia     https://www.merriam-webster.com/dictionary/Wrangelia
Asparagopsis	Plantae - Rhodophyta - Florideophyceae - Nemaliales - Bonnemaisoniaceae     https://www.gbif.org/species/2668852     https://en.wikipedia.org/wiki/Asparagopsis     https://www.merriam-webster.com/dictionary/Asparagopsis
Sequoiadendron	Plantae - Tracheophyta - Pinopsida - Pinales - Cupressaceae     https://www.gbif.org/species/2684119     https://en.wikipedia.org/wiki/Sequoiadendron     https://www.merriam-webster.com/dictionary/Sequoiadendron
Crypteronia	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Crypteroniaceae     https://www.gbif.org/species/7319901     https://en.wikipedia.org/wiki/Crypteronia     https://www.merriam-webster.com/dictionary/Crypteronia
Decalobanthus	Plantae - Tracheophyta - Magnoliopsida - Solanales - Convolvulaceae     https://www.gbif.org/species/7324437     https://en.wikipedia.org/wiki/Decalobanthus     https://www.merriam-webster.com/dictionary/Decalobanthus
Ensete	Plantae - Tracheophyta - Liliopsida - Zingiberales - Musaceae     https://www.gbif.org/species/2763026     https://en.wikipedia.org/wiki/Ensete     https://www.merriam-webster.com/dictionary/Ensete
Arisarum	Plantae - Tracheophyta - Liliopsida - Alismatales - Araceae     https://www.gbif.org/species/2867492     https://en.wikipedia.org/wiki/Arisarum     https://www.merriam-webster.com/dictionary/Arisarum
Pneumatopteris	Plantae - Tracheophyta - Polypodiopsida - Polypodiales - Thelypteridaceae     https://www.gbif.org/species/8418452     https://en.wikipedia.org/wiki/Pneumatopteris     https://www.merriam-webster.com/dictionary/Pneumatopteris
Astrocaryum	Plantae - Tracheophyta - Liliopsida - Arecales - Arecaceae     https://www.gbif.org/species/2738048     https://en.wikipedia.org/wiki/Astrocaryum     https://www.merriam-webster.com/dictionary/Astrocaryum
Epidendrum	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/5297341     https://en.wikipedia.org/wiki/Epidendrum     https://www.merriam-webster.com/dictionary/Epidendrum
Marchesinia	Plantae - Marchantiophyta - Jungermanniopsida - Porellales - Lejeuneaceae     https://www.gbif.org/species/2688876     https://en.wikipedia.org/wiki/Marchesinia     https://www.merriam-webster.com/dictionary/Marchesinia
Toxocarpus	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/7312667     https://en.wikipedia.org/wiki/Toxocarpus     https://www.merriam-webster.com/dictionary/Toxocarpus
Lachnophyllum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3139737     https://en.wikipedia.org/wiki/Lachnophyllum     https://www.merriam-webster.com/dictionary/Lachnophyllum
Nanophyton	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/7340048     https://en.wikipedia.org/wiki/Nanophyton     https://www.merriam-webster.com/dictionary/Nanophyton
Lachnaea	Plantae - Tracheophyta - Magnoliopsida - Malvales - Thymelaeaceae     https://www.gbif.org/species/3233878     https://en.wikipedia.org/wiki/Lachnaea     https://www.merriam-webster.com/dictionary/Lachnaea
Cyclanthus	Plantae - Tracheophyta - Liliopsida - Pandanales - Cyclanthaceae     https://www.gbif.org/species/2861107     https://en.wikipedia.org/wiki/Cyclanthus     https://www.merriam-webster.com/dictionary/Cyclanthus
Neo-uvaria	Plantae - Tracheophyta - Magnoliopsida - Magnoliales - Annonaceae     https://www.gbif.org/species/3648768     https://en.wikipedia.org/wiki/Neo-uvaria     https://www.merriam-webster.com/dictionary/Neo-uvaria
Gleichenia	Plantae - Tracheophyta - Polypodiopsida - Gleicheniales - Gleicheniaceae     https://www.gbif.org/species/2651553     https://en.wikipedia.org/wiki/Gleichenia     https://www.merriam-webster.com/dictionary/Gleichenia
Symphyogyna	Plantae - Marchantiophyta - Jungermanniopsida - Pallaviciniales - Pallaviciniaceae     https://www.gbif.org/species/2688692     https://en.wikipedia.org/wiki/Symphyogyna     https://www.merriam-webster.com/dictionary/Symphyogyna
Nanodea	Plantae - Tracheophyta - Magnoliopsida - Santalales - Santalaceae     https://www.gbif.org/species/7265260     https://en.wikipedia.org/wiki/Nanodea     https://www.merriam-webster.com/dictionary/Nanodea
Blasia	Plantae - Marchantiophyta - Marchantiopsida - Blasiales - Blasiaceae     https://www.gbif.org/species/2688660     https://en.wikipedia.org/wiki/Blasia     https://www.merriam-webster.com/dictionary/Blasia
Asterolasia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/7269202     https://en.wikipedia.org/wiki/Asterolasia     https://www.merriam-webster.com/dictionary/Asterolasia
Calodendrum	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/6433916     https://en.wikipedia.org/wiki/Calodendrum     https://www.merriam-webster.com/dictionary/Calodendrum
Vieraea	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3141790     https://en.wikipedia.org/wiki/Vieraea     https://www.merriam-webster.com/dictionary/Vieraea
Acamptopappus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3113873     https://en.wikipedia.org/wiki/Acamptopappus     https://www.merriam-webster.com/dictionary/Acamptopappus
Nuttallanthus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Plantaginaceae     https://www.gbif.org/species/3172128     https://en.wikipedia.org/wiki/Nuttallanthus     https://www.merriam-webster.com/dictionary/Nuttallanthus
Hazomalania	Plantae - Tracheophyta - Magnoliopsida - Laurales - Hernandiaceae     https://www.gbif.org/species/8237232     https://en.wikipedia.org/wiki/Hazomalania     https://www.merriam-webster.com/dictionary/Hazomalania
Gastrochilus	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2804118     https://en.wikipedia.org/wiki/Gastrochilus     https://www.merriam-webster.com/dictionary/Gastrochilus
Schoenus	Plantae - Tracheophyta - Liliopsida - Poales - Cyperaceae     https://www.gbif.org/species/2693232     https://en.wikipedia.org/wiki/Schoenus     https://www.merriam-webster.com/dictionary/Schoenus
Carduncellus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/8288794     https://en.wikipedia.org/wiki/Carduncellus     https://www.merriam-webster.com/dictionary/Carduncellus
Syncarpia	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Myrtaceae     https://www.gbif.org/species/3185930     https://en.wikipedia.org/wiki/Syncarpia     https://www.merriam-webster.com/dictionary/Syncarpia
Rhyncholacis	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Podostemaceae     https://www.gbif.org/species/7295980     https://en.wikipedia.org/wiki/Rhyncholacis     https://www.merriam-webster.com/dictionary/Rhyncholacis
Myracrodruon	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Anacardiaceae     https://www.gbif.org/species/7321657     https://en.wikipedia.org/wiki/Myracrodruon     https://www.merriam-webster.com/dictionary/Myracrodruon
Garberia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3118102     https://en.wikipedia.org/wiki/Garberia     https://www.merriam-webster.com/dictionary/Garberia
Anemoclema	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Ranunculaceae     https://www.gbif.org/species/7277771     https://en.wikipedia.org/wiki/Anemoclema     https://www.merriam-webster.com/dictionary/Anemoclema
Bredia	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Melastomataceae     https://www.gbif.org/species/3861485     https://en.wikipedia.org/wiki/Bredia     https://www.merriam-webster.com/dictionary/Bredia
Acampe	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2781923     https://en.wikipedia.org/wiki/Acampe     https://www.merriam-webster.com/dictionary/Acampe
Aneura	Plantae - Marchantiophyta - Jungermanniopsida - Metzgeriales - Aneuraceae     https://www.gbif.org/species/2689523     https://en.wikipedia.org/wiki/Aneura     https://www.merriam-webster.com/dictionary/Aneura
Acrocomia	Plantae - Tracheophyta - Liliopsida - Arecales - Arecaceae     https://www.gbif.org/species/2739147     https://en.wikipedia.org/wiki/Acrocomia     https://www.merriam-webster.com/dictionary/Acrocomia
Microstachys	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/3074584     https://en.wikipedia.org/wiki/Microstachys     https://www.merriam-webster.com/dictionary/Microstachys
Changium	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6027196     https://en.wikipedia.org/wiki/Changium     https://www.merriam-webster.com/dictionary/Changium
Koompassia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/7650240     https://en.wikipedia.org/wiki/Koompassia     https://www.merriam-webster.com/dictionary/Koompassia
Columnea	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Gesneriaceae     https://www.gbif.org/species/3172890     https://en.wikipedia.org/wiki/Columnea     https://www.merriam-webster.com/dictionary/Columnea
Poranopsis	Plantae - Tracheophyta - Magnoliopsida - Solanales - Convolvulaceae     https://www.gbif.org/species/2928471     https://en.wikipedia.org/wiki/Poranopsis     https://www.merriam-webster.com/dictionary/Poranopsis
Robinsonecio	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3143201     https://en.wikipedia.org/wiki/Robinsonecio     https://www.merriam-webster.com/dictionary/Robinsonecio
Tricyrtis	Plantae - Tracheophyta - Liliopsida - Liliales - Liliaceae     https://www.gbif.org/species/8348724     https://en.wikipedia.org/wiki/Tricyrtis     https://www.merriam-webster.com/dictionary/Tricyrtis
Duvernoia	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Acanthaceae     https://www.gbif.org/species/8276670     https://en.wikipedia.org/wiki/Duvernoia     https://www.merriam-webster.com/dictionary/Duvernoia
Limeum	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Limeaceae     https://www.gbif.org/species/7264614     https://en.wikipedia.org/wiki/Limeum     https://www.merriam-webster.com/dictionary/Limeum
Lafuentea	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Plantaginaceae     https://www.gbif.org/species/7333095     https://en.wikipedia.org/wiki/Lafuentea     https://www.merriam-webster.com/dictionary/Lafuentea
Kumara	Plantae - Tracheophyta - Liliopsida - Asparagales - Asphodelaceae     https://www.gbif.org/species/2779462     https://en.wikipedia.org/wiki/Kumara     https://www.merriam-webster.com/dictionary/Kumara
Anisacanthus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Acanthaceae     https://www.gbif.org/species/5415445     https://en.wikipedia.org/wiki/Anisacanthus     https://www.merriam-webster.com/dictionary/Anisacanthus
Orthocarpus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Orobanchaceae     https://www.gbif.org/species/3171622     https://en.wikipedia.org/wiki/Orthocarpus     https://www.merriam-webster.com/dictionary/Orthocarpus
Idiospermum	Plantae - Tracheophyta - Magnoliopsida - Laurales - Calycanthaceae     https://www.gbif.org/species/7275859     https://en.wikipedia.org/wiki/Idiospermum     https://www.merriam-webster.com/dictionary/Idiospermum
Cylindrocolea	Plantae - Marchantiophyta - Jungermanniopsida - Jungermanniales - Cephaloziellaceae     https://www.gbif.org/species/2688996     https://en.wikipedia.org/wiki/Cylindrocolea     https://www.merriam-webster.com/dictionary/Cylindrocolea
Clematoclethra	Plantae - Tracheophyta - Magnoliopsida - Ericales - Actinidiaceae     https://www.gbif.org/species/7270666     https://en.wikipedia.org/wiki/Clematoclethra     https://www.merriam-webster.com/dictionary/Clematoclethra
Morierina	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2904591     https://en.wikipedia.org/wiki/Morierina     https://www.merriam-webster.com/dictionary/Morierina
Philodendron	Plantae - Tracheophyta - Liliopsida - Alismatales - Araceae     https://www.gbif.org/species/2861312     https://en.wikipedia.org/wiki/Philodendron     https://www.merriam-webster.com/dictionary/Philodendron
Goupia	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Goupiaceae     https://www.gbif.org/species/7340133     https://en.wikipedia.org/wiki/Goupia     https://www.merriam-webster.com/dictionary/Goupia
Craterostigma	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Linderniaceae     https://www.gbif.org/species/6438825     https://en.wikipedia.org/wiki/Craterostigma     https://www.merriam-webster.com/dictionary/Craterostigma
Sinoadina	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2896752     https://en.wikipedia.org/wiki/Sinoadina     https://www.merriam-webster.com/dictionary/Sinoadina
Odontadenia	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/7316739     https://en.wikipedia.org/wiki/Odontadenia     https://www.merriam-webster.com/dictionary/Odontadenia
Anchistea	Plantae - Tracheophyta - Polypodiopsida - Polypodiales - Blechnaceae     https://www.gbif.org/species/9316678     https://en.wikipedia.org/wiki/Anchistea     https://www.merriam-webster.com/dictionary/Anchistea
Adenaria	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Lythraceae     https://www.gbif.org/species/7286104     https://en.wikipedia.org/wiki/Adenaria     https://www.merriam-webster.com/dictionary/Adenaria
Bertholletia	Plantae - Tracheophyta - Magnoliopsida - Ericales - Lecythidaceae     https://www.gbif.org/species/3083179     https://en.wikipedia.org/wiki/Bertholletia     https://www.merriam-webster.com/dictionary/Bertholletia
Gomesa	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2851004     https://en.wikipedia.org/wiki/Gomesa     https://www.merriam-webster.com/dictionary/Gomesa
Eschweilera	Plantae - Tracheophyta - Magnoliopsida - Ericales - Lecythidaceae     https://www.gbif.org/species/3083183     https://en.wikipedia.org/wiki/Eschweilera     https://www.merriam-webster.com/dictionary/Eschweilera
Caiophora	Plantae - Tracheophyta - Magnoliopsida - Cornales - Loasaceae     https://www.gbif.org/species/7289732     https://en.wikipedia.org/wiki/Caiophora     https://www.merriam-webster.com/dictionary/Caiophora
Sloanea	Plantae - Tracheophyta - Magnoliopsida - Oxalidales - Elaeocarpaceae     https://www.gbif.org/species/3152097     https://en.wikipedia.org/wiki/Sloanea     https://www.merriam-webster.com/dictionary/Sloanea
Glossocalyx	Plantae - Tracheophyta - Magnoliopsida - Laurales - Siparunaceae     https://www.gbif.org/species/7264486     https://en.wikipedia.org/wiki/Glossocalyx     https://www.merriam-webster.com/dictionary/Glossocalyx
Patersonia	Plantae - Tracheophyta - Liliopsida - Asparagales - Iridaceae     https://www.gbif.org/species/2746962     https://en.wikipedia.org/wiki/Patersonia     https://www.merriam-webster.com/dictionary/Patersonia
Selenicereus	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Cactaceae     https://www.gbif.org/species/3084461     https://en.wikipedia.org/wiki/Selenicereus     https://www.merriam-webster.com/dictionary/Selenicereus
Sarcopyramis	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Melastomataceae     https://www.gbif.org/species/3859572     https://en.wikipedia.org/wiki/Sarcopyramis     https://www.merriam-webster.com/dictionary/Sarcopyramis
Bequaertia	Plantae - Tracheophyta - Magnoliopsida - Celastrales - Celastraceae     https://www.gbif.org/species/3231382     https://en.wikipedia.org/wiki/Bequaertia     https://www.merriam-webster.com/dictionary/Bequaertia
Nerisyrenia	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3047249     https://en.wikipedia.org/wiki/Nerisyrenia     https://www.merriam-webster.com/dictionary/Nerisyrenia
Odontites	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Orobanchaceae     https://www.gbif.org/species/3172217     https://en.wikipedia.org/wiki/Odontites     https://www.merriam-webster.com/dictionary/Odontites
Callianthemum	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Ranunculaceae     https://www.gbif.org/species/7277602     https://en.wikipedia.org/wiki/Callianthemum     https://www.merriam-webster.com/dictionary/Callianthemum
Aureolaria	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Orobanchaceae     https://www.gbif.org/species/3170755     https://en.wikipedia.org/wiki/Aureolaria     https://www.merriam-webster.com/dictionary/Aureolaria
Bassia	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/3083576     https://en.wikipedia.org/wiki/Bassia     https://www.merriam-webster.com/dictionary/Bassia
Scabiosa	Plantae - Tracheophyta - Magnoliopsida - Dipsacales - Caprifoliaceae     https://www.gbif.org/species/2888800     https://en.wikipedia.org/wiki/Scabiosa     https://www.merriam-webster.com/dictionary/Scabiosa
Loxsoma	Plantae - Tracheophyta - Polypodiopsida - Cyatheales - Loxsomataceae     https://www.gbif.org/species/3229338     https://en.wikipedia.org/wiki/Loxsoma     https://www.merriam-webster.com/dictionary/Loxsoma
Chengiopanax	Plantae - Tracheophyta - Magnoliopsida - Apiales - Araliaceae     https://www.gbif.org/species/3037360     https://en.wikipedia.org/wiki/Chengiopanax     https://www.merriam-webster.com/dictionary/Chengiopanax
Coutoubea	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Gentianaceae     https://www.gbif.org/species/7269915     https://en.wikipedia.org/wiki/Coutoubea     https://www.merriam-webster.com/dictionary/Coutoubea
Morettia	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3050516     https://en.wikipedia.org/wiki/Morettia     https://www.merriam-webster.com/dictionary/Morettia
Carrichtera	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/5375284     https://en.wikipedia.org/wiki/Carrichtera     https://www.merriam-webster.com/dictionary/Carrichtera
Sieruela	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Cleomaceae     https://www.gbif.org/species/7273438     https://en.wikipedia.org/wiki/Sieruela     https://www.merriam-webster.com/dictionary/Sieruela
Fallugia	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rosaceae     https://www.gbif.org/species/3030170     https://en.wikipedia.org/wiki/Fallugia     https://www.merriam-webster.com/dictionary/Fallugia
Oxypetalum	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/3170199     https://en.wikipedia.org/wiki/Oxypetalum     https://www.merriam-webster.com/dictionary/Oxypetalum
Lobularia	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3040809     https://en.wikipedia.org/wiki/Lobularia     https://www.merriam-webster.com/dictionary/Lobularia
Ionopsidium	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/8427786     https://en.wikipedia.org/wiki/Ionopsidium     https://www.merriam-webster.com/dictionary/Ionopsidium
Orychophragmus	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3041280     https://en.wikipedia.org/wiki/Orychophragmus     https://www.merriam-webster.com/dictionary/Orychophragmus
Phlebodium	Plantae - Tracheophyta - Polypodiopsida - Polypodiales - Polypodiaceae     https://www.gbif.org/species/2650476     https://en.wikipedia.org/wiki/Phlebodium     https://www.merriam-webster.com/dictionary/Phlebodium
Pemphis	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Lythraceae     https://www.gbif.org/species/3188705     https://en.wikipedia.org/wiki/Pemphis     https://www.merriam-webster.com/dictionary/Pemphis
Mildbraediodendron	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2982846     https://en.wikipedia.org/wiki/Mildbraediodendron     https://www.merriam-webster.com/dictionary/Mildbraediodendron
Tipuana	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2953976     https://en.wikipedia.org/wiki/Tipuana     https://www.merriam-webster.com/dictionary/Tipuana
Pachyphragma	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3040565     https://en.wikipedia.org/wiki/Pachyphragma     https://www.merriam-webster.com/dictionary/Pachyphragma
Chenopodiastrum	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/7578202     https://en.wikipedia.org/wiki/Chenopodiastrum     https://www.merriam-webster.com/dictionary/Chenopodiastrum
Sphaeropteris	Plantae - Tracheophyta - Polypodiopsida - Cyatheales - Cyatheaceae     https://www.gbif.org/species/2650270     https://en.wikipedia.org/wiki/Sphaeropteris     https://www.merriam-webster.com/dictionary/Sphaeropteris
Abrahamia	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Anacardiaceae     https://www.gbif.org/species/4890936     https://en.wikipedia.org/wiki/Abrahamia     https://www.merriam-webster.com/dictionary/Abrahamia
Dictyosphaeria	Plantae - Chlorophyta - Ulvophyceae - Siphonocladales - Siphonocladaceae     https://www.gbif.org/species/8120158     https://en.wikipedia.org/wiki/Dictyosphaeria     https://www.merriam-webster.com/dictionary/Dictyosphaeria
Passerina	Plantae - Tracheophyta - Magnoliopsida - Malvales - Thymelaeaceae     https://www.gbif.org/species/3188456     https://en.wikipedia.org/wiki/Passerina     https://www.merriam-webster.com/dictionary/Passerina
Filifolium	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3143097     https://en.wikipedia.org/wiki/Filifolium     https://www.merriam-webster.com/dictionary/Filifolium
Deplanchea	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Bignoniaceae     https://www.gbif.org/species/7298541     https://en.wikipedia.org/wiki/Deplanchea     https://www.merriam-webster.com/dictionary/Deplanchea
Pamburus	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/7269324     https://en.wikipedia.org/wiki/Pamburus     https://www.merriam-webster.com/dictionary/Pamburus
Badula	Plantae - Tracheophyta - Magnoliopsida - Ericales - Primulaceae     https://www.gbif.org/species/7331064     https://en.wikipedia.org/wiki/Badula     https://www.merriam-webster.com/dictionary/Badula
Oocephalus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/7859348     https://en.wikipedia.org/wiki/Oocephalus     https://www.merriam-webster.com/dictionary/Oocephalus
Micromeria	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/2927114     https://en.wikipedia.org/wiki/Micromeria     https://www.merriam-webster.com/dictionary/Micromeria
Tripodanthus	Plantae - Tracheophyta - Magnoliopsida - Santalales - Loranthaceae     https://www.gbif.org/species/7288168     https://en.wikipedia.org/wiki/Tripodanthus     https://www.merriam-webster.com/dictionary/Tripodanthus
Cyathodes	Plantae - Tracheophyta - Magnoliopsida - Ericales - Ericaceae     https://www.gbif.org/species/3234085     https://en.wikipedia.org/wiki/Cyathodes     https://www.merriam-webster.com/dictionary/Cyathodes
Elatostema	Plantae - Tracheophyta - Magnoliopsida - Rosales - Urticaceae     https://www.gbif.org/species/2984362     https://en.wikipedia.org/wiki/Elatostema     https://www.merriam-webster.com/dictionary/Elatostema
Monostroma	Plantae - Chlorophyta - Ulvophyceae - Ulvales - Gomontiaceae     https://www.gbif.org/species/9481647     https://en.wikipedia.org/wiki/Monostroma     https://www.merriam-webster.com/dictionary/Monostroma
Machaonia	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2907877     https://en.wikipedia.org/wiki/Machaonia     https://www.merriam-webster.com/dictionary/Machaonia
Echinolaena	Plantae - Tracheophyta - Liliopsida - Poales - Poaceae     https://www.gbif.org/species/4115530     https://en.wikipedia.org/wiki/Echinolaena     https://www.merriam-webster.com/dictionary/Echinolaena
Monsonia	Plantae - Tracheophyta - Magnoliopsida - Geraniales - Geraniaceae     https://www.gbif.org/species/7268539     https://en.wikipedia.org/wiki/Monsonia     https://www.merriam-webster.com/dictionary/Monsonia
Leucocarpus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Phrymaceae     https://www.gbif.org/species/7332928     https://en.wikipedia.org/wiki/Leucocarpus     https://www.merriam-webster.com/dictionary/Leucocarpus
Tripolium	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3098611     https://en.wikipedia.org/wiki/Tripolium     https://www.merriam-webster.com/dictionary/Tripolium
